"Latest: Time (s)","Latest: Absorbance at 450.2 nm"
0,0.645370861328
1.67147333333,0.640799478963
3.34294666667,0.636477279001
5.01442,0.630755914071
6.68589333333,0.626032089412
8.35736666667,0.622898694898
10.02884,0.61461254994
11.7003133333,0.610368501143
13.3717866667,0.604799813199
15.04326,0.599802973858
16.7147333333,0.59706505169
18.3862066667,0.589492002064
20.05768,0.585002010952
21.7291533333,0.579331993246
23.4006266667,0.572829567753
25.0721,0.56893322597
26.7435733333,0.563314280408
28.4150466667,0.558234104825
30.08652,0.554115628695
31.7579933333,0.549564000281
33.4294666667,0.545238069208
35.10094,0.542373845961
36.7724133333,0.534992487635
38.4438866667,0.530867385739
40.11536,0.527173746515
41.7868333333,0.521774685362
43.4583066667,0.519883775253
45.12978,0.516567312105
46.8012533333,0.51277200069
48.4727266667,0.508727904277
50.1442,0.504690611201
51.8156733333,0.499749142798
53.4871466667,0.497487066493
55.15862,0.491996188546
56.8300933333,0.489348267574
58.5015666667,0.487499265415
60.17304,0.481481332759
61.8445133333,0.47768983195
63.5159866667,0.472634704426
65.18746,0.468919246654
66.8589333333,0.466318073315
68.5304066667,0.464068760677
70.20188,0.461977985207
71.8733533333,0.457938210712
73.5448266667,0.453589048092
75.2163,0.450174253956
76.8877733333,0.448218133729
78.5592466667,0.444818255348
80.23072,0.444042935769
81.9021933333,0.440434791883
83.5736666667,0.43654119578
85.24514,0.431689463229
86.9166133333,0.430045287917
88.5880866667,0.426170997254
90.25956,0.422421274111
91.9310333333,0.422051736618
93.6025066667,0.418762270755
95.27398,0.412904347844
96.9454533333,0.41224588023
98.6169266667,0.409374904739
100.2884,0.407844967487
101.959873333,0.404010815143
103.631346667,0.399806151518
105.30282,0.39816667065
106.974293333,0.396983258825
108.645766667,0.393705241879
110.31724,0.392216371682
111.988713333,0.388618346634
113.660186667,0.385348276489
115.33166,0.381412256771
117.003133333,0.380695907944
118.674606667,0.379888977979
120.34608,0.374900526335
122.017553333,0.374701211855
123.689026667,0.371822543991
125.3605,0.371178335083
127.031973333,0.371941053193
128.703446667,0.363652158081
130.37492,0.366685673871
132.046393333,0.362776094633
133.717866667,0.362535039079
135.38934,0.359584717345
137.060813333,0.355017031694
138.732286667,0.354621288451
140.40376,0.351993758762
142.075233333,0.348839941357
143.746706667,0.347703808565
145.41818,0.349563317893
147.089653333,0.347954394874
148.761126667,0.342880462483
150.4326,0.339224818845
152.104073333,0.337960498678
153.775546667,0.336596380099
155.44702,0.335065876593
157.118493333,0.331807315737
158.789966667,0.334738151407
160.46144,0.329869350113
162.132913333,0.325679249102
163.804386667,0.330165301438
165.47586,0.323603828238
167.147333333,0.321931153849
168.818806667,0.321906045955
170.49028,0.317366961009
172.161753333,0.315343827675
173.833226667,0.312758485959
175.5047,0.312332266328
177.176173333,0.309160470872
178.847646667,0.311594598153
180.51912,0.307454114415
182.190593333,0.308956922583
183.862066667,0.307118419541
185.53354,0.308439906592
187.205013333,0.302743466914
188.876486667,0.300495163277
190.54796,0.300512258708
192.219433333,0.299806451179
193.890906667,0.301567403537
195.56238,0.297232445897
197.233853333,0.303698557735
198.905326667,0.292566574802
