"Latest: Time (s)","Latest: Absorbance at 450.2 nm"
0,0.70024577342
1.67147333333,0.699608426265
3.34294666667,0.69979157837
5.01442,0.699167852365
6.68589333333,0.698786814321
8.35736666667,0.701083589765
10.02884,0.702171103284
11.7003133333,0.699523714583
13.3717866667,0.699201510136
15.04326,0.698413279694
16.7147333333,0.699829797671
18.3862066667,0.699723750918
20.05768,0.698108473924
21.7291533333,0.698597616008
23.4006266667,0.697054616245
25.0721,0.697147117487
26.7435733333,0.698309264746
28.4150466667,0.69736373156
30.08652,0.696217255813
31.7579933333,0.696516957597
33.4294666667,0.698260358219
35.10094,0.696363443031
36.7724133333,0.697798968641
38.4438866667,0.697982342149
40.11536,0.697782263877
41.7868333333,0.697101565171
43.4583066667,0.697856246996
45.12978,0.698295070043
46.8012533333,0.69733666642
48.4727266667,0.697086288694
50.1442,0.696642384426
51.8156733333,0.695857243599
53.4871466667,0.695900569078
55.15862,0.697608796919
56.8300933333,0.69529356792
58.5015666667,0.697383365359
60.17304,0.696275165246
61.8445133333,0.698421152109
63.5159866667,0.699530761514
65.18746,0.69576976726
66.8589333333,0.697523211732
68.5304066667,0.699805116926
70.20188,0.699380968386
71.8733533333,0.701176670282
73.5448266667,0.699114202484
75.2163,0.697442973402
76.8877733333,0.697070872612
78.5592466667,0.698386570776
80.23072,0.698874478356
81.9021933333,0.698814532817
83.5736666667,0.697777491205
85.24514,0.695688036125
86.9166133333,0.69696549732
88.5880866667,0.695872756419
90.25956,0.696168444438
91.9310333333,0.699058447425
93.6025066667,0.700342910612
95.27398,0.697899070308
96.9454533333,0.695526435381
98.6169266667,0.69651835725
100.2884,0.696953448052
101.959873333,0.69706961132
103.631346667,0.695096816867
105.30282,0.696865190346
106.974293333,0.69648672619
108.645766667,0.697246788602
110.31724,0.695695021091
111.988713333,0.693374659606
113.660186667,0.694437165527
115.33166,0.696300065879
117.003133333,0.694352760104
118.674606667,0.695044085988
120.34608,0.696018687898
122.017553333,0.697304975706
123.689026667,0.697329234319
125.3605,0.697075637524
127.031973333,0.69675790434
128.703446667,0.695214438165
130.37492,0.696424310592
132.046393333,0.69597325378
133.717866667,0.697631669259
135.38934,0.698069843932
137.060813333,0.695952146007
138.732286667,0.697045927746
140.40376,0.697733135942
142.075233333,0.696561748735
143.746706667,0.698337655544
145.41818,0.697534996232
147.089653333,0.696611584305
148.761126667,0.697618198287
150.4326,0.697960013057
152.104073333,0.697138707469
153.775546667,0.696435085738
155.44702,0.697432874522
157.118493333,0.698621524999
158.789966667,0.697703240805
160.46144,0.698332033456
162.132913333,0.697866636526
163.804386667,0.692904686756
165.47586,0.696411016948
167.147333333,0.695601012868
168.818806667,0.697047329105
170.49028,0.696317832933
172.161753333,0.698114655041
173.833226667,0.696483367275
175.5047,0.69406359397
177.176173333,0.696817006407
178.847646667,0.697656928458
180.51912,0.695855985828
182.190593333,0.697138427138
183.862066667,0.696604724575
185.53354,0.698221152654
187.205013333,0.695898472584
188.876486667,0.693632082466
190.54796,0.694848563327
192.219433333,0.694666368596
193.890906667,0.693890075364
195.56238,0.695695998995
197.233853333,0.69270180015
198.905326667,0.694217968301
